1000,-7.272077938642145,2.0
1010,-5.8744032056847715,1.9022202609315437
1020,-10,1.809220960549235
1030,-8.585786437626906,1.7207683838293923
1040,-7.17157287525381,1.6366402420453485
1050,-9.31367251743444,1.556625114137284
1060,-8.673832189633524,1.480521915393409
1070,-8.585786437626906,1.4081393921072598
1080,-9.31367251743444,1.3392956409411287
1090,-8.585786437626906,1.2738176517877562
1100,-8.585786437626906,1.2115408729814556
1110,-9.31367251743444,1.1523087977660076
1120,-8.673832189633524,1.095972570980084
1130,-7.272077938642145,1.0423906149717752
1140,-9.31367251743444,0.9914282738021011
1150,-7.902223751376795,0.9429574748433713
1160,-8.673832189633524,0.8968564069219538
1170,-8.673832189633524,0.8530092141966027
1180,-10.0,0.8113057050030363
1190,-9.31367251743444,0.771641074933063
1200,-9.31367251743444,0.7339156434523342
1210,-9.31367251743444,0.6980346033948205
1220,-9.31367251743444,0.6639077827044709
1230,-8.673832189633524,0.6314494178252908
1240,-7.902223751376795,0.6005779381703481
1250,-10.0,0.571215761128064
1260,-7.902223751376795,0.5432890970906181
1270,-10.0,0.5167277640144892
1280,-7.272077938642145,0.4914650110471074
1290,-10.0,0.4674373507763763
1300,-8.585786437626906,0.44458439968149405
1310,-7.272077938642145,0.42284872638411264
1320,-10.0,0.4021757073184788
1330,-7.902223751376795,0.3825133894578424
1340,-7.567708079629146,0.36381235975215315
1350,-9.31367251743444,0.3460256209489306
1360,-8.673832189633524,0.3291084734852371
1370,-9.31367251743444,0.31301840315393487
1380,-7.120935740438249,0.29771497426192656
1390,-8.088731765034114,0.2831597280118749
1400,-8.585786437626906,0.2693160858520268
1410,-8.673832189633524,0.25614925755125223
1420,-8.673832189633524,0.24362615376828212
1430,-10.0,0.23171530289542497
1440,-6.491622395935032,0.22038677196778347
1450,-9.31367251743444,0.20961209143920884
1460,-8.088731765034114,0.1993641836359492
1470,-9.31367251743444,0.18961729470818975
1480,-7.120935740438249,0.18034692990847304
1490,-9.31367251743444,0.17152979203434918
2000,-10,2.0
2010,-5.8744032056847715,1.9022202609315437
2020,-9.31367251743444,1.809220960549235
2030,-9.31367251743444,1.7207683838293923
2040,-10.0,1.6366402420453485
2050,-7.272077938642145,1.556625114137284
2060,-10.0,1.480521915393409
2070,-7.17157287525381,1.4081393921072598
2080,-5.8744032056847715,1.3392956409411287
2090,-9.31367251743444,1.2738176517877562
2100,-8.673832189633524,1.2115408729814556
2110,-7.902223751376795,1.1523087977660076
2120,-10,1.095972570980084
2130,-9.31367251743444,1.0423906149717752
2140,-9.31367251743444,0.9914282738021011
2150,-9.31367251743444,0.9429574748433713
2160,-8.585786437626906,0.8968564069219538
2170,-5.757359312880714,0.8530092141966027
2180,-7.272077938642145,0.8113057050030363
2190,-10.0,0.771641074933063
2200,-4.552187827922663,0.7339156434523342
2210,-10,0.6980346033948205
2220,-7.902223751376795,0.6639077827044709
2230,-10.0,0.6314494178252908
2240,-3.980281871141514,0.6005779381703481
2250,-10,0.571215761128064
2260,-6.706059070698748,0.5432890970906181
2270,-9.31367251743444,0.5167277640144892
2280,-10,0.4914650110471074
2290,-8.673832189633524,0.4674373507763763
2300,-9.31367251743444,0.44458439968149405
2310,-8.673832189633524,0.42284872638411264
2320,-10.0,0.4021757073184788
2330,-9.31367251743444,0.3825133894578424
2340,-10,0.36381235975215315
2350,-4.34314575050762,0.3460256209489306
2360,-7.567708079629146,0.3291084734852371
2370,-7.902223751376795,0.31301840315393487
2380,-7.902223751376795,0.29771497426192656
2390,-6.272077938642145,0.2831597280118749
2400,-10,0.2693160858520268
2410,-6.491622395935032,0.25614925755125223
2420,-6.706059070698748,0.24362615376828212
2430,-8.088731765034114,0.23171530289542497
2440,-7.272077938642145,0.22038677196778347
2450,-7.902223751376795,0.20961209143920884
2460,-8.673832189633524,0.1993641836359492
2470,-7.902223751376795,0.18961729470818975
2480,-7.567708079629146,0.18034692990847304
2490,-9.31367251743444,0.17152979203434918
3000,-8.088731765034114,2.0
3010,-5.334335686940694,1.9022202609315437
3020,-8.585786437626906,1.809220960549235
3030,-7.17157287525381,1.7207683838293923
3040,-7.902223751376795,1.6366402420453485
3050,-9.31367251743444,1.556625114137284
3060,-7.17157287525381,1.480521915393409
3070,-9.31367251743444,1.4081393921072598
3080,-5.8744032056847715,1.3392956409411287
3090,-8.673832189633524,1.2738176517877562
3100,-8.673832189633524,1.2115408729814556
3110,-7.902223751376795,1.1523087977660076
3120,-7.902223751376795,1.095972570980084
3130,-10.0,1.0423906149717752
3140,-7.902223751376795,0.9914282738021011
3150,-10.0,0.9429574748433713
3160,-6.706059070698748,0.8968564069219538
3170,-8.585786437626906,0.8530092141966027
3180,-7.902223751376795,0.8113057050030363
3190,-5.334335686940694,0.771641074933063
3200,-9.31367251743444,0.7339156434523342
3210,-8.585786437626906,0.6980346033948205
